                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    131,                 1.2448,                 1.4741,                 1.7885,                0.42155,                0.50512,                0.41537,                0.27262,                 1.3103,                 1.9049,                 1.7311,             0.00059429,             0.00059429,             0.00059429
                    132,                 1.2707,                 1.3903,                 1.7297,                0.42214,                0.49813,                0.41546,                0.26624,                   1.33,                 1.9339,                 1.7468,             0.00058603,             0.00058603,             0.00058603
                    133,                 1.1648,                 1.3644,                 1.6967,                 0.5009,                0.50288,                 0.4624,                0.30424,                 1.2416,                 1.8189,                 1.6785,             0.00057778,             0.00057778,             0.00057778
                    134,                 1.2249,                 1.3894,                 1.7412,                0.54833,                0.49982,                0.49211,                0.32883,                 1.2426,                 1.8141,                 1.6903,             0.00056953,             0.00056953,             0.00056953
                    135,                 1.2497,                 1.3129,                 1.7264,                0.54304,                0.48593,                0.51168,                0.32956,                 1.2843,                 1.8005,                 1.7194,             0.00056128,             0.00056128,             0.00056128
                    136,                  1.278,                 1.3492,                 1.7117,                0.54304,                0.48593,                0.51168,                0.32956,                 1.2843,                 1.8005,                 1.7194,             0.00055303,             0.00055303,             0.00055303
                    137,                 1.2765,                 1.4107,                 1.7625,                0.50722,                0.47054,                0.45965,                0.28551,                 1.3142,                 1.8663,                  1.749,             0.00054478,             0.00054478,             0.00054478
                    138,                 1.1932,                 1.3526,                 1.6758,                0.50964,                0.47306,                0.48209,                0.30444,                 1.2921,                 1.7753,                  1.732,             0.00053652,             0.00053652,             0.00053652
                    139,                 1.2688,                 1.3757,                 1.7083,                0.40203,                0.55574,                0.43345,                0.26542,                 1.3336,                 1.7852,                 1.7597,             0.00052827,             0.00052827,             0.00052827
                    140,                 1.2023,                  1.324,                 1.6818,                0.39438,                0.57328,                0.43203,                0.26661,                 1.3464,                 1.8182,                  1.768,             0.00052002,             0.00052002,             0.00052002
                    141,                 1.2141,                 1.2577,                 1.6573,                0.35169,                0.53308,                0.40561,                0.22309,                 1.4667,                 1.8721,                 1.8702,             0.00051177,             0.00051177,             0.00051177
                    142,                 1.2396,                 1.3251,                 1.7543,                0.43961,                0.49804,                 0.4547,                0.28388,                 1.3234,                 1.8009,                 1.7239,             0.00050352,             0.00050352,             0.00050352
